date,identifier,open,high,low,close,volume
2025-03-02,CAC,7112.92,7153.06,7098.69,7138.78,9277843
2025-03-03,CAC,7138.78,7247.37,7124.50,7232.90,3456996
2025-03-04,CAC,7232.90,7247.37,7053.74,7067.88,3292596
2025-03-05,CAC,7067.88,7082.02,7034.51,7048.61,4882822
2025-03-06,CAC,7048.61,7062.71,6929.45,6943.34,7128238
2025-03-07,CAC,6943.34,7057.86,6929.45,7043.77,5733219
2025-03-08,CAC,7043.77,7166.79,7029.68,7152.49,8190090
2025-03-09,CAC,7152.49,7266.09,7138.19,7251.59,1559200
2025-03-10,CAC,7251.59,7266.09,7116.16,7130.42,2385145
2025-03-11,CAC,7130.42,7144.68,6930.39,6944.28,2937497
2025-03-12,CAC,6944.28,6958.17,6843.88,6857.60,3779050
2025-03-13,CAC,6857.60,6871.32,6817.65,6831.31,8928508
2025-03-14,CAC,6831.31,6844.97,6767.04,6780.60,9876223
2025-03-15,CAC,6780.60,6794.16,6686.72,6700.12,5882684
2025-03-16,CAC,6700.12,6809.46,6686.72,6795.87,6617137
2025-03-17,CAC,6795.87,6809.46,6774.25,6787.83,5249315
2025-03-18,CAC,6787.83,6801.41,6765.69,6779.25,8080514
2025-03-19,CAC,6779.25,6939.14,6765.69,6925.29,2193233
2025-03-20,CAC,6925.29,6981.69,6911.44,6967.75,2436423
2025-03-21,CAC,6967.75,7080.35,6953.81,7066.22,2556208
2025-02-21,NIK,29000.00,29106.82,28942.00,29048.72,8130998
2025-02-22,NIK,29048.72,29292.86,28990.62,29234.39,2797823
2025-02-23,NIK,29234.39,29292.86,28799.98,28857.70,7642990
2025-02-24,NIK,28857.70,28915.42,28317.65,28374.40,2388288
2025-02-25,NIK,28374.40,28431.15,27969.51,28025.56,3261030
2025-02-26,NIK,28025.56,28664.50,27969.51,28607.29,5328498
2025-02-27,NIK,28607.29,29352.86,28550.08,29294.27,1204141
2025-02-28,NIK,29294.27,29436.68,29235.68,29377.92,3420700
2025-03-01,NIK,29377.92,29740.95,29319.16,29681.59,7913869
2025-03-02,NIK,29681.59,30286.60,29622.23,30226.15,2989991
2025-03-03,NIK,30226.15,30661.25,30165.70,30600.05,8947962
2025-03-04,NIK,30600.05,30661.25,29939.36,29999.36,5903827
2025-03-05,NIK,29999.36,31126.95,29939.36,31064.82,2395984
2025-03-06,NIK,31064.82,31608.21,31002.69,31545.12,9351354
2025-03-07,NIK,31545.12,31982.10,31482.03,31918.26,4397347
2025-03-08,NIK,31918.26,32023.77,31854.42,31959.85,8820047
2025-03-09,NIK,31959.85,32023.77,31709.22,31772.77,6795573
2025-03-10,NIK,31772.77,31836.32,31032.13,31094.32,9779808
2025-03-11,NIK,31094.32,31156.51,30404.49,30465.42,7941499
2025-03-12,NIK,30465.42,30526.35,30337.82,30398.62,8202953
2025-03-13,NIK,30398.62,30459.42,30174.72,30235.19,6477900
2025-03-14,NIK,30235.19,30415.78,30174.72,30355.07,5726106
2025-03-15,NIK,30355.07,30415.78,29844.22,29904.03,1947467
2025-03-16,NIK,29904.03,30942.39,29844.22,30880.63,8457624
2025-03-17,NIK,30880.63,31151.87,30818.87,31089.69,1290284
2025-03-18,NIK,31089.69,31151.87,30746.41,30808.03,6852981
2025-03-19,NIK,30808.03,30977.59,30746.41,30915.76,8571924
2025-03-20,NIK,30915.76,30977.59,30566.04,30627.29,2767645
2025-03-21,NIK,30627.29,30901.29,30566.04,30839.61,1612796
2025-02-21,HSI,25000.00,25050.00,24916.97,24966.90,2209535
2025-02-22,HSI,24966.90,25281.03,24916.97,25230.57,8074557
2025-02-23,HSI,25230.57,25462.01,25180.11,25411.19,3097402
2025-02-24,HSI,25411.19,25462.01,25311.01,25361.73,4302116
2025-02-25,HSI,25361.73,25875.94,25311.01,25824.29,2367428
2025-02-26,HSI,25824.29,26134.45,25772.64,26082.29,8782708
2025-02-27,HSI,26082.29,26134.45,25996.84,26048.94,4299629
2025-02-28,HSI,26048.94,26101.04,25728.41,25779.97,8635342
2025-03-01,HSI,25779.97,25960.24,25728.41,25908.42,6939167
2025-03-02,HSI,25908.42,26053.60,25856.60,26001.60,9350285
2025-03-03,HSI,26001.60,26053.60,25487.24,25538.32,1246198
2025-03-04,HSI,25538.32,25901.86,25487.24,25850.16,6547651
2025-03-05,HSI,25850.16,26153.00,25798.46,26100.80,7310412
2025-03-06,HSI,26100.80,26153.00,25944.99,25996.98,9308142
2025-03-07,HSI,25996.98,26444.44,25944.99,26391.66,5615320
2025-03-08,HSI,26391.66,26731.19,26338.88,26677.83,2564026
2025-03-09,HSI,26677.83,26842.77,26624.47,26789.19,6803098
2025-03-10,HSI,26789.19,26842.77,26599.58,26652.89,2008160
2025-03-11,HSI,26652.89,26876.32,26599.58,26822.67,3506953
2025-03-12,HSI,26822.67,27596.77,26769.02,27541.69,5676445
2025-03-13,HSI,27541.69,27730.70,27486.61,27675.35,8454179
2025-03-14,HSI,27675.35,27730.70,27458.64,27513.67,8221515
2025-03-15,HSI,27513.67,27608.12,27458.64,27553.01,1664683
2025-03-16,HSI,27553.01,27896.83,27497.90,27841.15,8932059
2025-03-17,HSI,27841.15,27896.83,27694.47,27749.97,7585021
2025-03-18,HSI,27749.97,28187.12,27694.47,28130.86,8487787
2025-03-19,HSI,28130.86,28187.12,27622.92,27678.28,9551525
2025-03-20,HSI,27678.28,27733.64,27422.10,27477.05,1228533
2025-03-21,HSI,27477.05,27532.00,27375.49,27430.35,8938996
2025-02-21,SSE,3500.00,3516.49,3493.00,3509.47,6674505
2025-02-22,SSE,3509.47,3544.47,3502.45,3537.40,5704051
2025-02-23,SSE,3537.40,3544.47,3495.03,3502.03,4464141
2025-02-24,SSE,3502.03,3529.71,3495.03,3522.66,7420570
2025-02-25,SSE,3522.66,3529.71,3480.96,3487.94,5724203
2025-02-26,SSE,3487.94,3494.92,3441.55,3448.45,5821721
2025-02-27,SSE,3448.45,3456.72,3441.55,3449.82,5787797
2025-02-28,SSE,3449.82,3530.72,3442.92,3523.67,7516521
2025-03-01,SSE,3523.67,3530.72,3472.76,3479.72,2588464
2025-03-02,SSE,3479.72,3528.53,3472.76,3521.49,9467900
2025-03-03,SSE,3521.49,3591.70,3514.45,3584.53,3774330
2025-03-04,SSE,3584.53,3592.06,3577.36,3584.89,5830597
2025-03-05,SSE,3584.89,3592.06,3551.09,3558.21,6950100
2025-03-06,SSE,3558.21,3565.33,3520.05,3527.10,7978970
2025-03-07,SSE,3527.10,3558.21,3520.05,3551.11,2057327
2025-03-08,SSE,3551.11,3558.21,3538.92,3546.01,8682791
2025-03-09,SSE,3546.01,3613.45,3538.92,3606.24,9652690
2025-03-10,SSE,3606.24,3613.45,3565.29,3572.43,6313643
2025-03-11,SSE,3572.43,3579.57,3548.24,3555.35,8243781
2025-03-12,SSE,3555.35,3562.46,3509.39,3516.42,9506149
2025-03-13,SSE,3516.42,3523.45,3474.63,3481.59,5277637
2025-03-14,SSE,3481.59,3529.44,3474.63,3522.40,4916925
2025-03-15,SSE,3522.40,3529.44,3490.77,3497.77,6221931
2025-03-16,SSE,3497.77,3508.98,3490.77,3501.98,9789230
2025-03-17,SSE,3501.98,3543.24,3494.98,3536.17,7102724
2025-03-18,SSE,3536.17,3568.47,3529.10,3561.35,8811226
2025-03-19,SSE,3561.35,3585.44,3554.23,3578.28,3439199
2025-03-20,SSE,3578.28,3585.44,3566.97,3574.12,8798707
2025-03-21,SSE,3574.12,3581.27,3547.71,3554.82,6275963
2025-02-21,BOVESPA,120000.00,120240.00,119378.86,119618.10,5956249
2025-02-22,BOVESPA,119618.10,120821.72,119378.86,120580.56,4609937
2025-02-23,BOVESPA,120580.56,121835.57,120339.40,121592.39,5166066
2025-02-24,BOVESPA,121592.39,123081.34,121349.21,122835.67,9649730
2025-02-25,BOVESPA,122835.67,124239.70,122590.00,123991.72,5886333
2025-02-26,BOVESPA,123991.72,125582.11,123743.74,125331.45,3950422
2025-02-27,BOVESPA,125331.45,125699.26,125080.79,125448.36,7846725
2025-02-28,BOVESPA,125448.36,127969.21,125197.46,127713.78,9718658
2025-03-01,BOVESPA,127713.78,129083.40,127458.35,128825.75,3655970
2025-03-02,BOVESPA,128825.75,129083.40,128077.46,128334.13,4195818
2025-03-03,BOVESPA,128334.13,128590.80,126953.55,127207.97,6363386
2025-03-04,BOVESPA,127207.97,127468.80,126953.55,127214.37,6677440
2025-03-05,BOVESPA,127214.37,127468.80,126767.36,127021.40,8889320
2025-03-06,BOVESPA,127021.40,130670.78,126767.36,130409.96,6518127
2025-03-07,BOVESPA,130409.96,130670.78,129790.64,130050.74,9532683
2025-03-08,BOVESPA,130050.74,131902.59,129790.64,131639.31,9981684
2025-03-09,BOVESPA,131639.31,131902.59,131372.08,131635.35,2484291
2025-03-10,BOVESPA,131635.35,131898.62,129000.15,129258.67,8376187
2025-03-11,BOVESPA,129258.67,130318.43,129000.15,130058.31,6108735
2025-03-12,BOVESPA,130058.31,130318.43,129030.14,129288.72,5304667
2025-03-13,BOVESPA,129288.72,129547.30,128855.05,129113.28,3971100
2025-03-14,BOVESPA,129113.28,129371.51,128390.93,128648.23,5136232
2025-03-15,BOVESPA,128648.23,130575.15,128390.93,130314.52,8773902
2025-03-16,BOVESPA,130314.52,131356.60,130053.89,131094.41,7800106
2025-03-17,BOVESPA,131094.41,132650.69,130832.22,132385.92,1591549
2025-03-18,BOVESPA,132385.92,132650.69,130458.84,130720.28,6028303
2025-03-19,BOVESPA,130720.28,130981.72,129107.91,129366.64,6119690
2025-03-20,BOVESPA,129366.64,129625.37,128457.40,128714.83,1645670
2025-03-21,BOVESPA,128714.83,128972.26,128293.11,128550.21,4177370
