date,identifier,open,high,low,close,volume
2025-02-27,QQQ,321.39,322.03,320.21,320.85,2221948
2025-02-28,QQQ,320.85,323.69,320.21,323.04,3000232
2025-03-01,QQQ,323.04,323.69,314.98,315.61,3311313
2025-03-02,QQQ,315.61,316.24,313.59,314.22,2561215
2025-03-03,QQQ,314.22,322.03,313.59,321.39,1765524
2025-03-04,QQQ,321.39,327.07,320.75,326.42,1253141
2025-03-05,QQQ,326.42,337.92,325.77,337.25,4662336
2025-03-06,QQQ,337.25,337.92,327.97,328.63,3166543
2025-03-07,QQQ,328.63,329.29,324.44,325.09,3681620
2025-03-08,QQQ,325.09,327.34,324.44,326.69,1110087
2025-03-09,QQQ,326.69,336.88,326.04,336.21,1765777
2025-03-10,QQQ,336.21,336.89,335.54,336.22,1064557
2025-03-11,QQQ,336.22,340.11,335.55,339.43,1296759
2025-03-12,QQQ,339.43,340.11,335.39,336.06,3796005
2025-03-13,QQQ,336.06,341.36,335.39,340.68,3407854
2025-03-14,QQQ,340.68,341.36,330.80,331.46,2776485
2025-03-15,QQQ,331.46,333.67,330.80,333.00,2213369
2025-03-16,QQQ,333.00,337.16,332.33,336.49,1695786
2025-03-17,QQQ,336.49,337.16,330.95,331.61,1689343
2025-03-18,QQQ,331.61,338.14,330.95,337.47,4283778
2025-03-19,QQQ,337.47,338.14,332.84,333.51,1587679
2025-03-20,QQQ,333.51,334.18,331.83,332.50,1341948
2025-03-21,QQQ,332.50,333.17,323.69,324.34,2763366
2025-02-21,EFA,76.84,77.89,76.69,77.73,1161833
2025-02-22,EFA,77.73,77.89,76.09,76.24,884478
2025-02-23,EFA,76.24,76.39,75.28,75.43,3008092
2025-02-24,EFA,75.43,75.58,74.33,74.48,4269562
2025-02-25,EFA,74.48,75.62,74.33,75.47,4661465
2025-02-26,EFA,75.47,76.80,75.32,76.65,4193939
2025-02-27,EFA,76.65,76.80,75.27,75.42,3377856
2025-02-28,EFA,75.42,76.40,75.27,76.25,690589
2025-03-01,EFA,76.25,77.79,76.10,77.63,764541
2025-03-02,EFA,77.63,77.79,76.85,77.00,3290117
2025-03-03,EFA,77.00,77.15,75.78,75.93,2937312
2025-03-04,EFA,75.93,76.08,75.68,75.83,4378141
2025-03-05,EFA,75.83,75.98,75.64,75.79,558944
2025-03-06,EFA,75.79,75.94,74.73,74.88,1739061
2025-03-07,EFA,74.88,75.03,74.53,74.68,2392687
2025-03-08,EFA,74.68,74.83,74.20,74.35,836216
2025-03-09,EFA,74.35,74.83,74.20,74.68,1591569
2025-03-10,EFA,74.68,74.83,73.53,73.68,4082950
2025-03-11,EFA,73.68,75.01,73.53,74.86,2828489
2025-03-12,EFA,74.86,77.04,74.71,76.89,1960090
2025-03-13,EFA,76.89,78.14,76.74,77.98,3806567
2025-03-14,EFA,77.98,79.38,77.82,79.22,2829193
2025-03-15,EFA,79.22,79.38,77.01,77.16,595924
2025-03-16,EFA,77.16,77.31,76.08,76.23,3822470
2025-03-17,EFA,76.23,76.38,74.97,75.12,3771462
2025-03-18,EFA,75.12,77.37,74.97,77.22,4275458
2025-03-19,EFA,77.22,78.79,77.07,78.63,2195102
2025-03-20,EFA,78.63,79.85,78.47,79.69,4125715
2025-03-21,EFA,79.69,79.85,79.23,79.39,784178
2025-02-21,EEM,64.28,64.41,63.35,63.48,1016971
2025-02-22,EEM,63.48,63.84,63.35,63.71,3942062
2025-02-23,EEM,63.71,64.29,63.58,64.16,2260492
2025-02-24,EEM,64.16,66.29,64.03,66.16,2317927
2025-02-25,EEM,66.16,66.40,66.03,66.27,3885124
2025-02-26,EEM,66.27,66.40,65.57,65.70,2772560
2025-02-27,EEM,65.70,65.83,64.71,64.84,2663933
2025-02-28,EEM,64.84,64.97,64.57,64.70,3418334
2025-03-01,EEM,64.70,65.95,64.57,65.82,1559575
2025-03-02,EEM,65.82,66.62,65.69,66.49,4798163
2025-03-03,EEM,66.49,67.10,66.36,66.97,3346310
2025-03-04,EEM,66.97,67.27,66.84,67.14,4438679
2025-03-05,EEM,67.14,67.27,66.17,66.30,4576425
2025-03-06,EEM,66.30,66.64,66.17,66.51,1765422
2025-03-07,EEM,66.51,66.64,66.28,66.41,2354259
2025-03-08,EEM,66.41,66.54,66.09,66.22,3577863
2025-03-09,EEM,66.22,66.35,65.85,65.98,2883252
2025-03-10,EEM,65.98,66.71,65.85,66.58,3957316
2025-03-11,EEM,66.58,66.71,66.27,66.40,3531777
2025-03-12,EEM,66.40,66.53,65.26,65.39,1714667
2025-03-13,EEM,65.39,65.98,65.26,65.85,4695858
2025-03-14,EEM,65.85,65.98,65.12,65.25,3976357
2025-03-15,EEM,65.25,65.47,65.12,65.34,2175188
2025-03-16,EEM,65.34,66.13,65.21,66.00,4460601
2025-03-17,EEM,66.00,66.13,65.49,65.62,4062517
2025-03-18,EEM,65.62,66.06,65.49,65.93,1531704
2025-03-19,EEM,65.93,66.81,65.80,66.68,2682219
2025-03-20,EEM,66.68,66.81,66.37,66.50,1995757
2025-03-21,EEM,66.50,67.33,66.37,67.20,1484446
2025-02-21,IWM,225.36,226.85,224.91,226.40,3599255
2025-02-22,IWM,226.40,226.85,225.10,225.55,4182895
2025-02-23,IWM,225.55,226.22,225.10,225.77,4776687
2025-02-24,IWM,225.77,226.22,223.41,223.86,2250354
2025-02-25,IWM,223.86,227.99,223.41,227.53,765740
2025-02-26,IWM,227.53,232.50,227.07,232.04,4206852
2025-02-27,IWM,232.04,234.10,231.58,233.63,4864309
2025-02-28,IWM,233.63,235.08,233.16,234.61,1422265
2025-03-01,IWM,234.61,239.07,234.14,238.59,4170809
2025-03-02,IWM,238.59,239.07,234.09,234.56,1289984
2025-03-03,IWM,234.56,235.03,232.92,233.39,4580202
2025-03-04,IWM,233.39,237.38,232.92,236.91,3589956
2025-03-05,IWM,236.91,237.38,236.33,236.80,4639814
2025-03-06,IWM,236.80,237.27,235.68,236.15,564936
2025-03-07,IWM,236.15,236.62,232.42,232.89,1141577
2025-03-08,IWM,232.89,235.88,232.42,235.41,4536694
2025-03-09,IWM,235.41,235.88,234.79,235.26,2197969
2025-03-10,IWM,235.26,236.70,234.79,236.23,4693644
2025-03-11,IWM,236.23,237.16,235.76,236.69,4514796
2025-03-12,IWM,236.69,243.16,236.22,242.67,4122950
2025-03-13,IWM,242.67,243.16,241.84,242.32,1621646
2025-03-14,IWM,242.32,245.85,241.84,245.36,687480
2025-03-15,IWM,245.36,247.06,244.87,246.57,3352926
2025-03-16,IWM,246.57,247.06,244.29,244.78,3018237
2025-03-17,IWM,244.78,246.70,244.29,246.21,4839912
2025-03-18,IWM,246.21,246.70,245.61,246.10,4186536
2025-03-19,IWM,246.10,247.82,245.61,247.33,4274178
2025-03-20,IWM,247.33,252.66,246.84,252.16,3880151
2025-03-21,IWM,252.16,252.66,247.34,247.84,3034324
2025-02-21,AGG,112.38,112.78,112.16,112.55,4483225
2025-02-22,AGG,112.55,113.98,112.32,113.75,4582074
2025-02-23,AGG,113.75,114.97,113.52,114.74,1048612
2025-02-24,AGG,114.74,114.97,114.17,114.40,3683005
2025-02-25,AGG,114.40,116.11,114.17,115.88,2323716
2025-02-26,AGG,115.88,116.11,113.45,113.68,1873255
2025-02-27,AGG,113.68,113.91,108.42,108.64,1456211
2025-02-28,AGG,108.64,110.16,108.42,109.94,4809979
2025-03-01,AGG,109.94,110.16,107.86,108.08,2132095
2025-03-02,AGG,108.08,111.19,107.86,110.97,522022
2025-03-03,AGG,110.97,111.19,108.54,108.76,4324929
2025-03-04,AGG,108.76,111.52,108.54,111.30,2380463
2025-03-05,AGG,111.30,114.41,111.08,114.18,3776013
2025-03-06,AGG,114.18,114.44,113.95,114.21,1145952
2025-03-07,AGG,114.21,116.11,113.98,115.88,2819202
2025-03-08,AGG,115.88,118.83,115.65,118.59,4525187
2025-03-09,AGG,118.59,119.23,118.35,118.99,3196126
2025-03-10,AGG,118.99,119.23,118.26,118.50,1259968
2025-03-11,AGG,118.50,119.63,118.26,119.39,1762975
2025-03-12,AGG,119.39,119.63,118.89,119.13,1673748
2025-03-13,AGG,119.13,120.96,118.89,120.72,3921696
2025-03-14,AGG,120.72,124.01,120.48,123.76,1582751
2025-03-15,AGG,123.76,126.61,123.51,126.36,4743449
2025-03-16,AGG,126.36,127.72,126.11,127.47,2691258
2025-03-17,AGG,127.47,127.72,124.91,125.16,4294494
2025-03-18,AGG,125.16,125.41,122.86,123.11,4731809
2025-03-19,AGG,123.11,124.78,122.86,124.53,3850007
2025-03-20,AGG,124.53,124.78,122.35,122.60,1757693
2025-03-21,AGG,122.60,122.85,120.87,121.11,2384234
2025-02-21,LQD,103.55,111.38,103.35,111.16,2026667
2025-02-22,LQD,111.16,111.58,110.94,111.36,1844236
2025-02-23,LQD,111.36,112.02,111.14,111.80,4600361
2025-02-24,LQD,111.80,113.49,111.58,113.26,1529253
2025-02-25,LQD,113.26,116.13,113.03,115.90,1658370
2025-02-26,LQD,115.90,118.40,115.67,118.16,4696993
2025-02-27,LQD,118.16,118.40,117.74,117.98,4671784
2025-02-28,LQD,117.98,119.10,117.74,118.86,3397322
2025-03-01,LQD,118.86,122.28,118.62,122.04,692442
2025-03-02,LQD,122.04,123.55,121.80,123.30,1089618
2025-03-03,LQD,123.30,123.55,115.40,115.63,3257114
2025-03-04,LQD,115.63,115.86,114.00,114.23,4654857
2025-03-05,LQD,114.23,116.68,114.00,116.45,1782926
2025-03-06,LQD,116.45,122.28,116.22,122.04,3004644
2025-03-07,LQD,122.04,122.28,118.02,118.26,3197649
2025-03-08,LQD,118.26,118.50,113.72,113.95,1959951
2025-03-09,LQD,113.95,114.51,113.72,114.28,4808095
2025-03-10,LQD,114.28,116.16,114.05,115.93,4767259
2025-03-11,LQD,115.93,116.16,114.97,115.20,2787641
2025-03-12,LQD,115.20,116.62,114.97,116.39,2857808
2025-03-13,LQD,116.39,116.62,111.06,111.28,3478188
2025-03-14,LQD,111.28,113.28,111.06,113.05,3929877
2025-03-15,LQD,113.05,114.41,112.82,114.18,1700692
2025-03-16,LQD,114.18,114.41,111.95,112.17,1132540
2025-03-17,LQD,112.17,116.22,111.95,115.99,3434453
2025-03-18,LQD,115.99,116.22,110.13,110.35,2519875
2025-03-19,LQD,110.35,111.39,110.13,111.17,3910800
2025-03-20,LQD,111.17,111.39,107.55,107.77,4992281
2025-03-21,LQD,107.77,109.51,107.55,109.29,1923923
2025-02-21,VWO,48.37,48.47,48.23,48.33,2559289
2025-02-22,VWO,48.33,50.22,48.23,50.12,3408276
2025-02-23,VWO,50.12,50.22,49.32,49.42,2735739
2025-02-24,VWO,49.42,49.52,49.08,49.18,1436329
2025-02-25,VWO,49.18,49.43,49.08,49.33,2133172
2025-02-26,VWO,49.33,49.96,49.23,49.86,2523051
2025-02-27,VWO,49.86,50.47,49.76,50.37,4870015
2025-02-28,VWO,50.37,51.39,50.27,51.29,3213859
2025-03-01,VWO,51.29,53.05,51.19,52.94,1196172
2025-03-02,VWO,52.94,53.05,52.66,52.77,1947908
2025-03-03,VWO,52.77,53.62,52.66,53.51,3970214
2025-03-04,VWO,53.51,53.62,52.69,52.80,2149027
2025-03-05,VWO,52.80,53.60,52.69,53.49,4372275
2025-03-06,VWO,53.49,53.60,52.94,53.05,1309494
2025-03-07,VWO,53.05,53.16,51.57,51.67,3800179
2025-03-08,VWO,51.67,51.77,51.21,51.31,3435889
2025-03-09,VWO,51.31,51.41,50.69,50.79,4751934
2025-03-10,VWO,50.79,50.89,50.06,50.16,1232901
2025-03-11,VWO,50.16,50.26,50.02,50.12,1221317
2025-03-12,VWO,50.12,51.11,50.02,51.01,3331733
2025-03-13,VWO,51.01,51.11,50.62,50.72,2047737
2025-03-14,VWO,50.72,52.13,50.62,52.03,2678686
2025-03-15,VWO,52.03,52.13,51.66,51.76,1448691
2025-03-16,VWO,51.76,52.03,51.66,51.93,2263315
2025-03-17,VWO,51.93,52.49,51.83,52.39,2288372
2025-03-18,VWO,52.39,52.49,51.38,51.48,4473116
2025-03-19,VWO,51.48,52.03,51.38,51.93,1508503
2025-03-20,VWO,51.93,52.03,51.17,51.27,4836373
2025-03-21,VWO,51.27,52.68,51.17,52.57,1288598
2025-02-21,GDX,29.38,29.74,29.32,29.68,2840147
2025-02-22,GDX,29.68,31.44,29.62,31.38,628572
2025-02-23,GDX,31.38,31.44,31.14,31.20,3307453
2025-02-24,GDX,31.20,31.46,31.14,31.40,2810232
2025-02-25,GDX,31.40,31.59,31.34,31.53,3477596
2025-02-26,GDX,31.53,31.66,31.47,31.60,4753740
2025-02-27,GDX,31.60,32.03,31.54,31.97,1481148
2025-02-28,GDX,31.97,32.64,31.91,32.57,2325465
2025-03-01,GDX,32.57,32.80,32.50,32.73,3387525
2025-03-02,GDX,32.73,32.80,32.65,32.72,721138
2025-03-03,GDX,32.72,32.79,31.85,31.91,2751115
2025-03-04,GDX,31.91,32.47,31.85,32.41,1104234
2025-03-05,GDX,32.41,32.47,30.81,30.87,3515597
2025-03-06,GDX,30.87,30.93,30.24,30.30,3948629
2025-03-07,GDX,30.30,30.72,30.24,30.66,3440835
2025-03-08,GDX,30.66,30.77,30.60,30.71,3541915
2025-03-09,GDX,30.71,31.61,30.65,31.55,1558084
2025-03-10,GDX,31.55,32.20,31.49,32.14,4623009
2025-03-11,GDX,32.14,33.10,32.08,33.03,2481058
2025-03-12,GDX,33.03,33.10,32.73,32.80,4802985
2025-03-13,GDX,32.80,32.87,32.08,32.14,3996716
2025-03-14,GDX,32.14,32.20,31.79,31.85,2154852
2025-03-15,GDX,31.85,32.46,31.79,32.40,4237461
2025-03-16,GDX,32.40,32.99,32.34,32.92,853458
2025-03-17,GDX,32.92,32.99,32.24,32.30,3782976
2025-03-18,GDX,32.30,32.36,31.96,32.02,4797454
2025-03-19,GDX,32.02,32.08,30.70,30.76,2489502
2025-03-20,GDX,30.76,30.87,30.70,30.81,1798090
2025-03-21,GDX,30.81,30.87,30.01,30.07,1594951
2025-02-21,VNQ,83.21,83.38,81.78,81.94,3357901
2025-02-22,VNQ,81.94,84.40,81.78,84.23,3855371
2025-02-23,VNQ,84.23,84.40,80.02,80.18,4982043
2025-02-24,VNQ,80.18,80.34,77.99,78.15,4784990
2025-02-25,VNQ,78.15,78.31,77.20,77.35,2966538
2025-02-26,VNQ,77.35,77.50,73.80,73.95,2819699
2025-02-27,VNQ,73.95,75.94,73.80,75.79,1308170
2025-02-28,VNQ,75.79,80.35,75.64,80.19,1776198
2025-03-01,VNQ,80.19,80.40,80.03,80.24,2884904
2025-03-02,VNQ,80.24,81.88,80.08,81.72,2699608
2025-03-03,VNQ,81.72,81.88,81.49,81.65,2578101
2025-03-04,VNQ,81.65,83.32,81.49,83.15,1508899
2025-03-05,VNQ,83.15,83.32,81.76,81.92,2647321
2025-03-06,VNQ,81.92,82.08,79.52,79.68,4394556
2025-03-07,VNQ,79.68,79.84,79.28,79.44,1601506
2025-03-08,VNQ,79.44,81.92,79.28,81.76,2581218
2025-03-09,VNQ,81.76,82.62,81.60,82.46,1106234
2025-03-10,VNQ,82.46,83.20,82.30,83.03,3285573
2025-03-11,VNQ,83.03,83.76,82.86,83.59,2487577
2025-03-12,VNQ,83.59,83.76,80.35,80.51,3732500
2025-03-13,VNQ,80.51,82.74,80.35,82.57,2079004
2025-03-14,VNQ,82.57,84.45,82.40,84.28,1114972
2025-03-15,VNQ,84.28,84.45,82.82,82.99,674654
2025-03-16,VNQ,82.99,84.56,82.82,84.39,4970969
2025-03-17,VNQ,84.39,84.56,83.92,84.09,2474078
2025-03-18,VNQ,84.09,85.46,83.92,85.29,3831683
2025-03-19,VNQ,85.29,85.46,84.16,84.33,1248981
2025-03-20,VNQ,84.33,85.41,84.16,85.24,2247222
2025-03-21,VNQ,85.24,87.22,85.07,87.05,3021322
2025-02-21,XLF,33.07,34.12,33.00,34.05,2362524
2025-02-22,XLF,34.05,34.82,33.98,34.75,3170502
2025-02-23,XLF,34.75,35.09,34.68,35.02,2435442
2025-02-24,XLF,35.02,35.09,34.44,34.51,3301273
2025-02-25,XLF,34.51,34.74,34.44,34.67,3509878
2025-02-26,XLF,34.67,35.23,34.60,35.16,2876482
2025-02-27,XLF,35.16,36.14,35.09,36.07,3331103
2025-02-28,XLF,36.07,36.21,36.00,36.14,4079360
2025-03-01,XLF,36.14,36.21,35.98,36.05,3548864
2025-03-02,XLF,36.05,36.22,35.98,36.15,1637395
2025-03-03,XLF,36.15,36.22,35.30,35.37,3897235
2025-03-04,XLF,35.37,36.08,35.30,36.01,4948965
2025-03-05,XLF,36.01,36.08,35.72,35.79,1172460
2025-03-06,XLF,35.79,35.86,34.77,34.84,2530672
2025-03-07,XLF,34.84,35.30,34.77,35.23,2560173
2025-03-08,XLF,35.23,35.30,34.94,35.01,1729393
2025-03-09,XLF,35.01,35.08,34.08,34.15,528201
2025-03-10,XLF,34.15,34.51,34.08,34.44,4991843
2025-03-11,XLF,34.44,34.61,34.37,34.54,1194750
2025-03-12,XLF,34.54,34.72,34.47,34.65,2587906
2025-03-13,XLF,34.65,35.24,34.58,35.17,1978455
2025-03-14,XLF,35.17,35.43,35.10,35.36,4591644
2025-03-15,XLF,35.36,35.43,35.04,35.11,3071915
2025-03-16,XLF,35.11,35.18,34.70,34.77,4704547
2025-03-17,XLF,34.77,35.30,34.70,35.23,4020020
2025-03-18,XLF,35.23,35.43,35.16,35.36,729597
2025-03-19,XLF,35.36,35.47,35.29,35.40,1530684
2025-03-20,XLF,35.40,35.47,35.01,35.08,4745387
2025-03-21,XLF,35.08,35.15,34.45,34.52,1214194
2025-02-21,XLE,48.77,48.87,47.99,48.09,780780
2025-02-22,XLE,48.09,48.19,47.68,47.78,3820082
2025-02-23,XLE,47.78,48.14,47.68,48.04,3882888
2025-02-24,XLE,48.04,48.60,47.94,48.50,3746074
2025-02-25,XLE,48.50,48.60,46.92,47.01,2409395
2025-02-26,XLE,47.01,47.10,45.85,45.94,1713878
2025-02-27,XLE,45.94,46.03,45.74,45.83,1164378
2025-02-28,XLE,45.83,46.10,45.74,46.01,2431034
2025-03-01,XLE,46.01,46.64,45.92,46.55,3997371
2025-03-02,XLE,46.55,47.01,46.46,46.92,4411536
2025-03-03,XLE,46.92,47.58,46.83,47.49,3876910
2025-03-04,XLE,47.49,47.76,47.40,47.66,717986
2025-03-05,XLE,47.66,47.76,47.10,47.19,3586666
2025-03-06,XLE,47.19,48.78,47.10,48.68,1283201
2025-03-07,XLE,48.68,49.06,48.58,48.96,675309
2025-03-08,XLE,48.96,49.46,48.86,49.36,3060246
2025-03-09,XLE,49.36,49.59,49.26,49.49,3382936
2025-03-10,XLE,49.49,49.59,49.35,49.45,2679973
2025-03-11,XLE,49.45,50.15,49.35,50.05,2247415
2025-03-12,XLE,50.05,50.15,49.78,49.88,4810571
2025-03-13,XLE,49.88,50.21,49.78,50.11,3578361
2025-03-14,XLE,50.11,50.68,50.01,50.58,3283432
2025-03-15,XLE,50.58,51.32,50.48,51.22,3607955
2025-03-16,XLE,51.22,51.32,50.74,50.84,2449684
2025-03-17,XLE,50.84,50.94,50.51,50.61,4391555
2025-03-18,XLE,50.61,51.46,50.51,51.36,3677004
2025-03-19,XLE,51.36,51.83,51.26,51.73,4511799
2025-03-20,XLE,51.73,52.70,51.63,52.59,4141312
2025-03-21,XLE,52.59,52.70,51.90,52.00,689806
2025-02-21,XLY,166.87,174.05,166.54,173.70,2304465
2025-02-22,XLY,173.70,175.08,173.35,174.73,2112336
2025-02-23,XLY,174.73,183.28,174.38,182.91,1357821
2025-02-24,XLY,182.91,183.28,181.69,182.05,1097170
2025-02-25,XLY,182.05,182.41,179.99,180.35,1367205
2025-02-26,XLY,180.35,180.71,176.84,177.19,2342046
2025-02-27,XLY,177.19,178.91,176.84,178.55,518213
2025-02-28,XLY,178.55,180.40,178.19,180.04,1147314
2025-03-01,XLY,180.04,180.40,177.69,178.05,4204023
2025-03-02,XLY,178.05,181.07,177.69,180.71,4491868
2025-03-03,XLY,180.71,181.97,180.35,181.61,2156136
2025-03-04,XLY,181.61,186.35,181.25,185.98,3812211
2025-03-05,XLY,185.98,186.35,179.22,179.58,2036194
2025-03-06,XLY,179.58,184.69,179.22,184.32,3423987
